71	71	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	5524	5524	5524	5524	5524	
72	0	ok	|	0.09	1.00	1.00	0.10	0.00	0	|	rapi	0.00	0.00	0	|	-49.0	0.10(-49)	0.00(-49)	|	347	347	347	347	347	
72	5000	ok	|	1.00	1.00	0.51	2.97	0.74	0	|	shot	1.00	2.97	0	|	-49.0	2.97(-49)	2.97(-49)	|	347	347	347	347	347	
73	0	ok	|	0.09	1.00	1.00	0.10	0.00	0	|	rapi	0.09	0.10	0	|	63.0	0.10(63)	0.10(63)	|	8750	8750	8750	8750	8750	
73	111	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	8750	8750	8750	8750	8750	
74	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.00	0.00	0	|	-98.0	0.10(-98)	0.00(-98)	|	3627	3627	3627	3627	3627	
74	5000	ok	|	1.00	1.00	0.41	8.00	1.00	4	|	inac	1.00	8.00	4	|	-98.0	8.00(-98)	8.00(-98)	|	3627	3627	3627	3627	3627	
75	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.01	0.01	0	|	-90.0	0.10(-90)	0.01(-90)	|	3674	3674	3674	3674	3674	
75	5000	ok	|	1.00	1.00	0.71	4.48	0.75	2	|	inac	1.00	4.48	2	|	-90.0	4.48(-90)	4.48(-90)	|	3674	3674	3674	3674	3674	
76	0	ok	|	0.09	1.00	1.00	0.10	0.00	0	|	rapi	0.08	0.09	0	|	51.0	0.10(51)	0.09(51)	|	7062	7062	7062	7062	7062	
76	125	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	7062	7062	7062	7062	7062	
77	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.04	0.04	0	|	-38.0	0.10(-38)	0.04(-38)	|	5748	5748	5748	5748	5748	
77	5000	ok	|	1.00	1.00	0.97	4.45	0.74	2	|	inac	1.00	4.45	2	|	-38.0	4.45(-38)	4.45(-38)	|	5748	5748	5748	5748	5748	
78	0	ok	|	0.09	1.00	1.00	0.10	0.00	0	|	rapi	0.03	0.03	0	|	-16.0	0.10(-16)	0.03(-16)	|	3987	3987	3987	3987	3987	
78	5000	ok	|	1.00	1.00	0.97	6.00	1.00	3	|	inac	1.00	6.00	3	|	-16.0	6.00(-16)	6.00(-16)	|	3987	3987	3987	3987	3987	
79	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.09	0.10	0	|	92.0	0.10(92)	0.10(92)	|	2856	2856	2856	2856	2856	
79	1894	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	2856	2856	2856	2856	2856	
80	0	ok	|	0.09	1.00	1.00	0.10	0.00	0	|	rapi	0.00	0.00	0	|	-85.0	0.10(-85)	0.00(-85)	|	3905	3905	3905	3905	3905	
80	5000	ok	|	1.00	1.00	0.77	10.00	1.00	5	|	inac	1.00	10.00	5	|	-85.0	10.00(-85)	10.00(-85)	|	3905	3905	3905	3905	3905	
81	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.01	0.01	0	|	-77.0	0.10(-77)	0.01(-77)	|	5110	5110	5110	5110	5110	
81	5000	ok	|	1.00	1.00	0.89	2.85	0.71	1	|	inac	1.00	2.85	1	|	-77.0	2.85(-77)	2.85(-77)	|	5110	5110	5110	5110	5110	
82	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.09	0.10	0	|	58.0	0.10(58)	0.10(58)	|	8981	8981	8981	8981	8981	
82	372	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	8981	8981	8981	8981	8981	
83	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.02	0.02	0	|	-45.0	0.10(-45)	0.02(-45)	|	4504	4504	4504	4504	4504	
